,offset_ms,offset_sec,frame_idx,text
784,3715925,3715.925,111477,Bro Lebron did really well right after coming in
785,3720699,3720.699,111620,@Siddharth you’re funny Curry better
786,3727307,3727.307,111819,"Poole let the money go to his head, he shooting bricks too"
787,3728566,3728.566,111856,Y people saying curry the goat of pgs now cause he had 50 in a close out game in the first round.
788,3755681,3755.681,112670,why you say that curry is More is stronger than James
789,3758998,3758.998,112769,Curry is the first NBA player to score 50 in a Game 7 does Lebron fit that category Noo
790,3760091,3760.091,112802,Curry probably scored 50 but did he hit em on LeBron NOOO Sir Bcause LeBron is better.
791,3760667,3760.667,112820,yeah
792,3766711,3766.711,113001,?
793,3774739,3774.739,113242,that 50 do really mean ish when u up 20+the whole game. its not like they need 50 from him
794,3783934,3783.934,113518,Go Lakers
795,3792814,3792.814,113784,They can’t stop AD
796,3796704,3796.704,113901,"@Dontez Bryant ok boomer    call curry better nobody gives a f. we all know bron got more mvps, fmvps, points in playoffs, all stars etc."
797,3801804,3801.804,114054,Curry 3s don’t matter lmaoooo
798,3805768,3805.768,114173,wow
799,3811283,3811.283,114338,Bro etheir way Lakers won this match 100-103
800,3812232,3812.232,114366,Stephen Curry is the best PG in the NBA
801,3812725,3812.725,114381,Curry is the only player that scored 50 in a game 7 so get rekt bums
802,3814553,3814.553,114436,go GS
803,3816401,3816.401,114492,CARUSHOW!
804,3829195,3829.195,114875,And Stephanie Curry can't close at all. Warrior fan girls relying on him will be outta luck lol
805,3835243,3835.243,115057,@AggSkou really ? so i can sleep well :Đ
806,3839342,3839.342,115180,curry portrait on Mount rushmore
807,3843751,3843.751,115312,@Kevin Rojas nooooo spoilers!!! (jk)
808,3844595,3844.595,115337,Rachel nichols lmao
809,3846159,3846.159,115384,what
810,3852907,3852.907,115587,Steph cant even play D
811,3855499,3855.499,115664,Jimmy butler has entered the chat
812,3857596,3857.596,115727,and even more so the successor of MJ
813,3866534,3866.534,115996,LAKESHOW
814,3867164,3867.164,116014,Steph Curry can play D
815,3874712,3874.712,116241,Y’all Laker fans are delusional
816,3884828,3884.828,116544,79 like society of Jesus
817,3887330,3887.33,116619,it's game two(2)
818,3888896,3888.896,116666,D on who???
819,3889237,3889.237,116677,bron clears curry
820,3893130,3893.13,116793,@Ruel My bad
821,3893539,3893.539,116806,Even more delusional than the Kings fans
822,3900790,3900.79,117023,lakers won this right?
823,3904736,3904.736,117142,Warriors will get swept
824,3909148,3909.148,117274,yes
825,3917839,3917.839,117535,Warriors going to the crib in 4
826,3918011,3918.011,117540,Dontez bryant Lakers own u
827,3919966,3919.966,117598,Warriors in 6
828,3930150,3930.15,117904,@BIG SMOKEY we will see
829,3930843,3930.843,117925,jogo agr ?
830,3936622,3936.622,118098,Lakers in 5
831,3938089,3938.089,118142,Lakers in 4
832,3939655,3939.655,118189,lekkes
833,3941690,3941.69,118250,If we win tonight than you can forget about a seeep
834,3945984,3945.984,118379,Lakers will win in 5 games
835,3946780,3946.78,118403,L
836,3948104,3948.104,118443,Sweep
837,3948717,3948.717,118461,@Dontez bryant Lakers own u
838,3957139,3957.139,118714,Bro warriors cant win in 4 because lakers won the first one and will win the next three
839,3962849,3962.849,118885,when the lose 2night we dont wanna hear gs in 7
840,3964980,3964.98,118949,LAKERS L
841,3970562,3970.562,119116,They can’t stop lebron
842,3982675,3982.675,119480,Warriors win series 4-2
843,3984586,3984.586,119537,lakers ain't sweeping gsw but i will be happy if they do
844,3985273,3985.273,119558,Why Lakers Backcourt (4) Don't Pitch
845,3987715,3987.715,119631,@Brad Vino facts
846,3999722,3999.722,119991,Warriors in 6
847,4001345,4001.345,120040,hello everyone
848,4003909,4003.909,120117,See lmao
849,4010455,4010.455,120313,@Kevin Rojas they didnt lose yet
850,4011450,4011.45,120343,Heat in 5
851,4011991,4011.991,120359,Y’all will see how we will beat the Lakers tonight
852,4014362,4014.362,120430,They literally can’t stop Bron
853,4024703,4024.703,120741,the    winer is laker
854,4025979,4025.979,120779,They can
855,4028010,4028.01,120840,Lmaoooo AD n Bron
856,4028111,4028.111,120843,lol yeah
857,4034839,4034.839,121045,They can't stop AD either
858,4035124,4035.124,121053,curry vs lakers in this game
859,4038824,4038.824,121164,Lakers fans def delusional
860,4039926,4039.926,121197,keep that warriors in 6 energy..dont be like warriorsin 7 2morrow
861,4041804,4041.804,121254,LeBrow
862,4042704,4042.704,121281,This Lebron version was really good
863,4046920,4046.92,121407,lol gsw lost to the lakers with lebron 9/23 in the field then your going to say gsw will win? HHAHAHAH delusional
864,4050153,4050.153,121504,damn i thought ad's injured again lol
865,4056937,4056.937,121708,Lakers in 5
866,4057321,4057.321,121719,Lakers in 4
867,4063181,4063.181,121895,.
868,4065907,4065.907,121977,.
869,4067166,4067.166,122014,.
870,4068969,4068.969,122069,@Chris Lakers won game 1
871,4069091,4069.091,122072,.
872,4069374,4069.374,122081,7
873,4069672,4069.672,122090,.
874,4070194,4070.194,122105,.
875,4070669,4070.669,122120,go Youtube : are you a good person . The author of this video is Living Waters.
876,4070735,4070.735,122122,.
877,4073354,4073.354,122200,.
878,4080430,4080.43,122412,Lakers in 5
879,4088416,4088.416,122652,"don't tell curry that he's mj's successor mj is just an overrated shoe merchant, curry is greater"
880,4092270,4092.27,122768,@a oh hush gsw in 6 we may have lost but we can bounce back
881,4103882,4103.882,123116,mj clears curry
882,4106241,4106.241,123187,my bros go Youtube : are you a good person . The author of this video is Living Waters.
883,4106876,4106.876,123206,curry
884,4108048,4108.048,123241,Jest ktoś z Polski?
885,4111973,4111.973,123359,mj is better than curry anyday
886,4115557,4115.557,123466,Jest ktoś z Polski?
887,4141924,4141.924,124257,Like i said when has lebron ever won game 1 and loss the series against curry???
888,4154151,4154.151,124624,mj is the old
889,4155617,4155.617,124668,curry better than lebum
890,4164342,4164.342,124930,curry = new goat
891,4168028,4168.028,125040,CAP
892,4171570,4171.57,125147,who tf says otherwise?
893,4174100,4174.1,125223,Curry is not better than lebron
894,4176773,4176.773,125303,AD can’t be stopped!
895,4178267,4178.267,125348,YALL MAD GLAZINNNNNN
896,4181445,4181.445,125443,Why lakers always coming back on 4th quarter
897,4182428,4182.428,125472,Steph curry better than Lebron
898,4187071,4187.071,125612,L
899,4187795,4187.795,125633,@Mike yes gsw can bounce back if they find a way to stop AD at the paint looney is not enough Davis aint sabonis
900,4201778,4201.778,126053,Because we are the Goats
901,4205095,4205.095,126152,Bro who won 2016 nba finals
902,4207126,4207.126,126213,Mfs be telling me with a straight face that Lebron is better than MJ and Curry LMAOO
903,4209885,4209.885,126296,Curry clamping AD
904,4211915,4211.915,126357,Ich bin nackig
905,4220891,4220.891,126626,where's the goat alex caruso
906,4224685,4224.685,126740,curry carrying this game
907,4225480,4225.48,126764,bring him back
908,4227582,4227.582,126827,Lebron is better
909,4228610,4228.61,126858,wenn juckts
910,4229566,4229.566,126886,WTF
911,4230114,4230.114,126903,curry needed KD to take down LeGOAT
912,4240710,4240.71,127221,they gonna keep saying it till he 50 years old..lets go james. they madd
913,4255919,4255.919,127677,@PokeDegen Took him down in 2015
914,4267339,4267.339,128020,Curry is way better than Lebron
915,4281679,4281.679,128450,@WarriorsIn7 No Kyrie and no Love lmao
916,4283657,4283.657,128509,no
917,4304632,4304.632,129138,who cares this game old asf
918,4313317,4313.317,129399,it was 3 on 1 in 2015 cut it out
919,4336683,4336.683,130100,"Lebron better James has been in the league for six more seasons, but he still has 10 more All-Star selections, 10 more All-NBA teams, two more MVP awards, and three more Finals MVP awards than Curry"
920,4337806,4337.806,130134,that move nasty
921,4338937,4338.937,130168,Hi guys
922,4346912,4346.912,130407,yall care too much
923,4349699,4349.699,130490,just watch
924,4353118,4353.118,130593,@Kevin Porez it was literally only 2 years ago
925,4354341,4354.341,130630,Lakers won this classic
926,4363031,4363.031,130890,LIVE?
927,4364316,4364.316,130929,Who wins?
928,4367024,4367.024,131010,Lakwrs
929,4370367,4370.367,131111,@Kevin Porez we still own u 1-0 and we winning again tonight
930,4371263,4371.263,131137,yes live
931,4373136,4373.136,131194,Ye
932,4373930,4373.93,131217,Ye
933,4374740,4374.74,131242,super live
934,4375742,4375.742,131272,yes
935,4378947,4378.947,131368,Lakers win
936,4387228,4387.228,131616,No This is old
937,4398636,4398.636,131959,lebron was hit by curry 3-1 in the Finals
938,4403093,4403.093,132092,Yeah the play in tournament
939,4407847,4407.847,132235,Curry always has had a superteam around him it'd be nice to see him go somewhere else for a change
940,4409185,4409.185,132275,This was the 2021 Play in Tournament and the Lakers won this game unfortunately
941,4410203,4410.203,132306,curry fans are all front runners!!!
942,4412252,4412.252,132367,This is live guys trust me
943,4412253,4412.253,132367,This is live guys trust me
944,4414940,4414.94,132448,you all are npc that are commenting
945,4416149,4416.149,132484,Русские есть?
946,4419189,4419.189,132575,dontez Bryant lebron is better your moder
947,4421896,4421.896,132656,But LeBron still won th Finals
948,4436883,4436.883,133106,is this live?
949,4438146,4438.146,133144,Curry fans did y'all see game on when you're boy was clamped up by Vando?
950,4445199,4445.199,133355,1**
951,4460128,4460.128,133803,L
952,4460582,4460.582,133817,Lakers in 4
953,4473067,4473.067,134192,vando clamping curry
954,4475822,4475.822,134274,Idc what y’all say Lakers ain’t winning this series
955,4477284,4477.284,134318,This is live guys trust me
956,4477901,4477.901,134337,This is live guys trust me
957,4478479,4478.479,134354,This is live guys trust me
958,4479032,4479.032,134370,This is live guys trust me
959,4479669,4479.669,134390,This is live guys trust me
960,4479870,4479.87,134396,big year for theraguns
961,4480103,4480.103,134403,This is live guys trust me
962,4480684,4480.684,134420,This is live guys trust me
963,4486209,4486.209,134586,vando locked him up. only reason he scored in 4th is because vando was on the bench. Facts
964,4490269,4490.269,134708,No its not
965,4492883,4492.883,134786,Warriors is taking it against these bums
966,4494856,4494.856,134845,"Warriors have so much pride, they will take 1 or 2 games before butting out"
967,4498639,4498.639,134959,This is from 2021\
968,4500725,4500.725,135021,And you laker fans are delusional af
969,4514741,4514.741,135442,Enjoy the damn game
970,4518992,4518.992,135569,is not a classic
971,4519649,4519.649,135589,lakers the best of world
972,4521342,4521.342,135640,Bro but lakers kicking the warriors out foo
973,4522233,4522.233,135666,Hhahah
974,4526433,4526.433,135792,tell poole he ain't clutch
975,4538065,4538.065,136141,AD too much for them
976,4538324,4538.324,136149,NOBODY CAN GUARD AD
977,4542144,4542.144,136264,@Kevin Rojas in yo dreams boi Warriors in 6
978,4555086,4555.086,136652,FUCK
979,4557851,4557.851,136735,Man you got issues
980,4560427,4560.427,136812,LFGGGG
981,4566977,4566.977,137009,Lakers winning or losing all depends on if AD is motivated or not.. actually very simple
982,4566989,4566.989,137009,@Dontez Bryant You wish Lakers in 4
983,4572684,4572.684,137180,"nobody can stop curry, everyone is afraid of him"
984,4574597,4574.597,137237,damnnnn!!!
985,4579227,4579.227,137376,Tell your mom is not clutch in bed
986,4580456,4580.456,137413,@Kevin Rojas yeah Laker fanboy cry
987,4584606,4584.606,137538,all wannabe iside TNT XD
988,4598609,4598.609,137958,AD out tonight with knee soreness LMFAOOOO
989,4600385,4600.385,138011,@Raheem you smoking Warriors in 6
990,4600541,4600.541,138016,AD out tonight with knee soreness LMFAOOOOAD out tonight with knee soreness LMFAOOOO
991,4602488,4602.488,138074,AD out tonight with knee soreness LMFAOOOO
992,4603176,4603.176,138095,AD out tonight with knee soreness LMFAOOOO
993,4603882,4603.882,138116,AD out tonight with knee soreness LMFAOOOO
994,4612212,4612.212,138366,we are delusional but u call a person who only chucks threes ur goat!!!
995,4612741,4612.741,138382,YOOOOO I got my money on GSW. Poole gonna go off in the last 5. He aint missing this one
996,4613221,4613.221,138396,Tmrw lakers are gonna win
997,4613703,4613.703,138411,nobody cares
998,4618417,4618.417,138552,AD is out with injury
999,4618978,4618.978,138569,Mark my words
1000,4620477,4620.477,138614,You will cry when curry realizes LeBron is better than him
1001,4623123,4623.123,138693,한국인 있나용
1002,4639663,4639.663,139189,cry
1003,4646331,4646.331,139389,@Dontez Bryant gsw will take it against bums? so gsw will battle thereselves? ok thats exciting to watch
1004,4649079,4649.079,139472,한국인 있나용
1005,4649838,4649.838,139495,한국인 있나용
1006,4650553,4650.553,139516,한국인 있나용
1007,4651345,4651.345,139540,한국인 있나용
1008,4655545,4655.545,139666,"nobody can stop curry, everyone is afraid of him"
1009,4664431,4664.431,139932,Curry will never be better than Lebron he's always had a super team
1010,4667847,4667.847,140035,curry gogo!!!!!!
1011,4671597,4671.597,140147,Poole!!
1012,4673018,4673.018,140190,@WarriorsIn7 ㅋㅋㅋㅋ
1013,4673962,4673.962,140218,curry is only known for 3s he cant never be a goat
1014,4679952,4679.952,140398,What a competitive game wow
1015,4682391,4682.391,140471,Curry will always be better
1016,4688839,4688.839,140665,@Chris du deutscher du. Wieso bist du deutsch
1017,4688916,4688.916,140667,And tonight gonna prove it
1018,4691793,4691.793,140753,You mean Never
1019,4696132,4696.132,140883,JaYyTrade you cant even make one three
1020,4699038,4699.038,140971,GOLDEN STATE!
1021,4699247,4699.247,140977,Only casuals say stuff like that
1022,4703534,4703.534,141106,better all star recruiter
1023,4704858,4704.858,141145,@Dontez bryant Lakers in 5
1024,4710014,4710.014,141300,You've probably just started supporting the Warriors lmao
1025,4714319,4714.319,141429,Dubs were really playing Mike Mulder big minutes in the play in lol
1026,4717727,4717.727,141531,@JaYy trade u clearly don’t know how goated Curry is
1027,4719322,4719.322,141579,Bandwagons
1028,4721525,4721.525,141645,"@Dontez Bryant actually not a bad idea, imo they should rest him for Game 2, its an scheduled loss anyways imo"
1029,4724120,4724.12,141723,inviting kd to beat lebron
1030,4727111,4727.111,141813,@Chris du alman
1031,4727189,4727.189,141815,I never understood the appeal of watching old games. Like the excitement of who will win is totally gone lol
1032,4733739,4733.739,142012,Yoooo
1033,4744131,4744.131,142323,raheem all you do is comment
1034,4744152,4744.152,142324,@Chris Warriors winning boi
1035,4744250,4744.25,142327,Wsg wit yall
1036,4744934,4744.934,142348,He can’t guard me
1037,4744980,4744.98,142349,한국인 있나용
1038,4745784,4745.784,142373,한국인 있나용
1039,4745848,4745.848,142375,Vando clamped up Curry in game 1 and he'll do it again in game 2.
1040,4746381,4746.381,142391,한국인 있나용
1041,4751452,4751.452,142543,"I LOVE GOLDEN STATE AND STEPHEN CURRY, BUT NO CHANCE WIN LA, NO ONE CAN GUARD AD AND LEBRON"
1042,4753982,4753.982,142619,yo sabonis on pacers? i thought kings
1043,4759501,4759.501,142785,Lebron with the 23
1044,4760409,4760.409,142812,@Linards Zvirbulis I don't care cry about it buddy
1045,4763330,4763.33,142899,The time is almost here
1046,4764444,4764.444,142933,AD OUT TONIGHT
1047,4765211,4765.211,142956,AD OUT TONIGHT
1048,4765852,4765.852,142975,AD OUT TONIGHT
1049,4766455,4766.455,142993,AD OUT TONIGHT
1050,4767144,4767.144,143014,AD OUT TONIGHT
1051,4768225,4768.225,143046,ive made plenty of 3s in madison square garden when i played hs ball cut it out my boii
1052,4775508,4775.508,143265,AD out tonight
1053,4775516,4775.516,143265,let sgo
1054,4781437,4781.437,143443,Its a reference point ... and reminder where the team was a few years ago ...
1055,4782931,4782.931,143487,AD not out lmfao
1056,4784453,4784.453,143533,You know i'm speaking facts you've got nothing else to say
1057,4787107,4787.107,143613,WHY IS OUT?
1058,4790303,4790.303,143709,Yes he is
1059,4792343,4792.343,143770,Dontez Bryant probably only knows who curry is and thinks he's a fan man probably thought curry was the best but he forgot he doesn't have a life but only Dreams
1060,4793773,4793.773,143813,they wish AD was out
1061,4798580,4798.58,143957,"the warriors are a weak team without curry, but what difference does the lakers have without leBron?"
1062,4799164,4799.164,143974,he bullied their superteam
1063,4799755,4799.755,143992,Say ong
1064,4801321,4801.321,144039,Yeah y’all losing AD injured
1065,4809952,4809.952,144298,thats why you talking in comments XDDDD
1066,4812343,4812.343,144370,fool
1067,4814043,4814.043,144421,"actually they should rest AD, he plays too many minutes"
1068,4814811,4814.811,144444,idc
1069,4818394,4818.394,144551,Ad out but we delusional…smh
1070,4821072,4821.072,144632,nothing matters here
1071,4822332,4822.332,144669,He ain’t
1072,4833937,4833.937,145018,Man i sure hope the warriors win this
1073,4835218,4835.218,145056,Davis got these
1074,4843385,4843.385,145301,"is golden state win tonight, he have chance for break in LA"
1075,4846257,4846.257,145387,2-2 for sure
1076,4847601,4847.601,145428,@Kevin Rojas I love the entire team not just Curry and just fyi Warriors made it to the playoffs last year but where were the Lakers lol
1077,4849091,4849.091,145472,@Dontez bryant u wish AD was out
1078,4849573,4849.573,145487,let's go Lakers
1079,4849891,4849.891,145496,f
1080,4850238,4850.238,145507,f
1081,4850567,4850.567,145517,f
1082,4850940,4850.94,145528,f
1083,4851043,4851.043,145531,Warriors in 6
1084,4851757,4851.757,145552,f
1085,4855946,4855.946,145678,yo bald
1086,4858266,4858.266,145747,f
1087,4859322,4859.322,145779,Bald ahh
1088,4860676,4860.676,145820,f
1089,4868853,4868.853,146065,日本の方いますか？？
1090,4869549,4869.549,146086,Is this live or old
1091,4870223,4870.223,146106,Lebron clutch 3 is coming warriors bandwagons
1092,4870276,4870.276,146108,Lakers in 6
1093,4877481,4877.481,146324,Let’s go Lakers!
1094,4878524,4878.524,146355,lakers in 6
1095,4882872,4882.872,146486,why is AD out?? what happened
1096,4885694,4885.694,146570,Sike
1097,4891235,4891.235,146737,here we go
1098,4891574,4891.574,146747,He poked his eye
1099,4891959,4891.959,146758,Lebaby
1100,4893024,4893.024,146790,LMFAO
1101,4894079,4894.079,146822,LEFLOPLEFLOP
1102,4894649,4894.649,146839,LEFLOP
1103,4895195,4895.195,146855,same place gs was the year before!!! dontez
1104,4895329,4895.329,146859,LEFLOP
1105,4896169,4896.169,146885,ad goat
1106,4896307,4896.307,146889,cmon draymond
1107,4896716,4896.716,146901,LEFLOP
1108,4897377,4897.377,146921,LEFLOP
1109,4898292,4898.292,146948,Look at Lebron all hurt and shii
1110,4900319,4900.319,147009,Where Klay at?
1111,4900413,4900.413,147012,le3rims
1112,4901674,4901.674,147050,LeBithc
1113,4906762,4906.762,147202,Get up LeBron
1114,4909058,4909.058,147271,Ledrama
1115,4909587,4909.587,147287,Leflop at his peak
1116,4911434,4911.434,147343,lepines
1117,4912845,4912.845,147385,3 rims
1118,4913949,4913.949,147418,lepines
1119,4916967,4916.967,147509,LeGoat
1120,4917191,4917.191,147515,lepines
1121,4917603,4917.603,147528,ù
1122,4918789,4918.789,147563,Look at this shii and y’all say Lebron the goat smh he a crybaby
1123,4920325,4920.325,147609,LeAssaulted
1124,4920705,4920.705,147621,LeDrama
1125,4922981,4922.981,147689,Lethreerims
1126,4923637,4923.637,147709,kobe 24
1127,4925383,4925.383,147761,LEGOAT
1128,4927099,4927.099,147812,@Dontez Bryant Yeah you probably say that without knowing who LeBron James it
1129,4929835,4929.835,147895,Look at his eye lil hoy
1130,4932806,4932.806,147984,"to be honest, curry never lost a leader with the warriors but now lebron's on the bus called ad"
1131,4934832,4934.832,148044,LEGOAT whatever you say
1132,4943051,4943.051,148291,Flagrant
1133,4946978,4946.978,148409,how u flop in the air..but we delusional
1134,4947077,4947.077,148412,If you got poked in the eye like that how would you feel?
1135,4948047,4948.047,148441,Flagrant 2
1136,4950607,4950.607,148518,Lol this could easily be a torn ACL looking at the landing
1137,4953637,4953.637,148609,and then they became wine buddies afterwards lmao
1138,4954225,4954.225,148626,@WarriorsIn7 he poked his eye lil boy
1139,4955087,4955.087,148652,The fu- this ain’t a flop Draymond just bad human being
1140,4956617,4956.617,148698,Hahahaha look at y’all goat now
1141,4958961,4958.961,148768,ad not out
1142,4961878,4961.878,148856,if you touch curry they call a foul
1143,4962184,4962.184,148865,Lakers in 5
1144,4967733,4967.733,149031,Lebron not even top 3
1145,4971815,4971.815,149154,ronnie2k
1146,4974128,4974.128,149223,only haters thought that it was a flop
1147,4976627,4976.627,149298,LeActor
1148,4976627,4976.627,149298,Y'all act like he wasn't scratched in the eye
1149,4977830,4977.83,149334,GOT DAMN DARYMOND
1150,4978765,4978.765,149362,Look if Lebron can’t even take a hit how tf is he gonna win
1151,4981115,4981.115,149433,Hm
1152,4982409,4982.409,149472,ad goad
1153,4982756,4982.756,149482,Naaaah not the eye drops
1154,4991169,4991.169,149735,Steph curry ain’t even top 3
1155,4992152,4992.152,149764,ad goat
1156,4993748,4993.748,149812,Lebron is too 1000
1157,4995545,4995.545,149866,LeGreat
1158,5002030,5002.03,150060,LeGod
1159,5003536,5003.536,150106,how to watch NBA in the middle east?
1160,5003745,5003.745,150112,Steph Curry top 3
1161,5009330,5009.33,150279,What’s Draymon doing man
1162,5009697,5009.697,150290,Draymond is the greatest defender
1163,5013397,5013.397,150401,In your Dreams
1164,5013767,5013.767,150413,LeFlip
1165,5017592,5017.592,150527,PLAY BALL
1166,5018923,5018.923,150567,salam
1167,5020097,5020.097,150602,LeSnitch
1168,5026139,5026.139,150784,play ball
1169,5026507,5026.507,150795,LeFlop
1170,5028231,5028.231,150846,Curry is top 5 lebron is top 3
1171,5028555,5028.555,150856,@Dontaz Bryant what u smoking
1172,5030347,5030.347,150910,LEGOAT
1173,5031646,5031.646,150949,Leicantseebro
1174,5031720,5031.72,150951,5h5
1175,5031895,5031.895,150956,Looooney
1176,5032254,5032.254,150967,5h5h
1177,5032622,5032.622,150978,5h5
1178,5032837,5032.837,150985,h5
1179,5033811,5033.811,151014,LeThreeRims
1180,5036456,5036.456,151093,"Dontez Bryant you a hater, you would wanna fight if that happened to you"
1181,5037395,5037.395,151121,Curry barely top 10
1182,5037882,5037.882,151136,The other day was bs when they gave Dray a tech
1183,5039263,5039.263,151177,GS best
1184,5039635,5039.635,151189,bron eyes messed up damn
1185,5041077,5041.077,151232,Now Dray has a crush on the LeGoat
1186,5046974,5046.974,151409,LeLeader
1187,5049741,5049.741,151492,;ets go celtics
1188,5052628,5052.628,151578,@Josiah I ain’t no hater
1189,5053582,5053.582,151607,LeBest
1190,5054208,5054.208,151626,Tied up
1191,5055624,5055.624,151668,LeBot
1192,5059042,5059.042,151771,八村塁
1193,5060064,5060.064,151801,i could never make a player my goat who signature shoe is with under armor..Foh
1194,5062019,5062.019,151860,LeGreen
1195,5062622,5062.622,151878,@Josiah he cant that's why he just commenting here.
1196,5062833,5062.833,151884,LETS GO CELTICS
1197,5063303,5063.303,151899,LeGod
1198,5064885,5064.885,151946,Leading scorer of the nba prolly the same age as your moms lmaoo he finna make anotha baby w ayesha
1199,5065368,5065.368,151961,LeRobot
1200,5067021,5067.021,152010,LeGend
1201,5072636,5072.636,152179,LeBot
1202,5074898,5074.898,152246,Imagine curry surpassing kobe with five rings
1203,5077935,5077.935,152338,LeBron back on 23 number?
1204,5078352,5078.352,152350,LeWorst
1205,5078600,5078.6,152358,LEGOAT
